Feature name;Feature value
Szczegółowe dane o interfejsach dysków/napędów;Złącze M.2 (gniazdo 3, klucz M, obsługa SSD typu 2280/2260 PCIe 3.0 x4/x2) 4 złącza SATA 6 Gb/s
Szczegółowe dane o interfejsach dysków/napędów;RAID 0, RAID 1, RAID 10
Szczegółowe dane o interfejsach dysków/napędów;RAID 0, RAID 1, RAID 5, and RAID 10
Szczegółowe dane o interfejsach dysków/napędów;CPU: 1 x M.2 connector (Socket 3, M key, type 22110/2280 PCIe 4.0 x4/x2 SSD support) (M2A_CPU) Chipset: 2 x M.2 connectors (Socket 3, M key, type 2280 PCIe 4.0 x4/x2 SSD support) (M2Q_SB, M2P_SB) 6 x SATA 6Gb/s connectors
Szczegółowe dane o interfejsach dysków/napędów;2x M.2 slot: M.2_1 (From CPU) supports up to PCIe 4.0 x4 , supports 2280/2260 devices M.2_2 (From CPU) supports up to PCIe 4.0 x4 , supports 2280/2260 devices 6x SATA 6G port
Szczegółowe dane o interfejsach dysków/napędów;2 x M.2: M.2_1 Source (From CPU) supports up to PCIe 4.0 x4 , supports 22110/2280/2260/2242 devices M.2_2 Source (From Chipset) supports up to PCIe 4.0 x4 / SATA mode, supports 2280/2260/2242 devices 4 x SATA 6G
Szczegółowe dane o interfejsach dysków/napędów;2x M.2 Źródło M.2_1 (z procesora) obsługuje do PCIe 4.0 x4, obsługuje urządzenia 2280/2260/2242 Źródło M.2_2 (z chipsetu) obsługuje do trybu PCIe 4.0 x4 / SATA, obsługuje urządzenia 2280/2260/2242 4xSATA 6G
Grafika;Architektura graficzna Intel Xe (12. generacji) Port HDMI 2.1 TMDS, obsługuje HDCP 2.3 i maksymalną rozdzielczością 4K 60Hz DisplayPort 1.4 z DSC (compressed), obsługuje HDCP 2.3 z maksymalną rozdzielczością 8K 60Hz / 5K 120Hz
Grafika;Zintegrowany procesor graficzny obsługa grafiki Intel HD Graphics 1 x port HDMI obsługujący maksymalną rozdzielczość 4096x2160@30 Hz * Obsługa wersji HDMI 1.4 i HDCP 2.3.Maksymalna pamięć współdzielona 512 MB
Grafika;Architektura graficzna Intel Xe (generacja 12) 1 x HDMI 2.1 Kompatybilny z TMDS, obsługuje HDCP 2.3 i max. rozdzielczość do 4K 60 Hz 1 x DisplayPort 1.4 z DSC (skompresowany), obsługuje HDCP 2.3 i max. rozdzielczość do 8K 60 Hz / 5 K 120 Hz
Grafika;Architektura graficzna Intel Xe (Gen 12) 1 x HDMI 2.1 TMDS Kompatybilny, obsługuje HDCP 2.3 i max. rozdzielczość do 4K 60Hz *Intel UHD Graphics Built-in Visuals i wyjścia VGA mogą być obsługiwane tylko z procesorami zintegrowanymi z GPU.
Grafika;1 port DisplayPort** 1 port HDMI*** * Specyfikacje grafiki mogą się różnić w zależności od typu procesora.** Obsługuje maks. 8K przy 60 Hz, zgodnie ze specyfikacją DisplayPort 1.4.*** Obsługuje 4K@60Hz zgodnie ze specyfikacją HDMI 2.1.
Grafika;1 x DisplayPort** 1 x złącze HDMI*** **Obsługa maks. 8K@60Hz zgodnie z DisplayPort 1. 4. ***Obsługa 4K@60Hz zgodnie z definicją w HDMI 2. 1.
Grafika;1 x DisplayPort** 1 x złącze HDMI*** **Obsługa maks. 4K@60Hz zgodnie z DisplayPort 1. 4. ***Obsługa 4K@60Hz zgodnie z definicją w HDMI 2. 1.
Grafika;DisplayPort** HDMI port*** **Supports max. 8K@60Hz as specified in DisplayPort 1.4.  ***Supports 4K@60Hz as specified in HDMI 2.1.
Grafika;DisplayPort* HDMI port** * Supports max. 8K@60Hz as specified in DisplayPort 1.4.  **Supports max. 4K@60Hz as specified in HDMI 2.1.
Grafika;1 x DisplayPort** 1 x złącze HDMI*** ** Obsługa maks. 8K@60Hz zgodnie z DisplayPort 1. 4. *** Obsługa 4K @ 60Hz zgodnie z HDMI 2. 1.
Grafika;1 x DisplayPort 1.4 **1 x HDMI 2.1(4K@60HZ)
Grafika;1 port DisplayPort* 1 port HDMI** * Obsługuje maks. 8K przy 60 Hz, zgodnie z  DisplayPort 1.4.** Obsługuje 4K@60Hz zgodnie z HDMI 2.1.*** Obsługa rozdzielczości VGA zależy od rozdzielczości procesora lub karty graficznej.
Grafika;1 port DisplayPort 1 port HDMI Obsługuje max. 8K@60Hz, jak określono w DisplayPort 1.4. Obsługuje 4K@60Hz, jak określono w HDMI 2.1.
Grafika;1 x DisplayPort 1 x HDMI port
Grafika;Wyjścia graficzne 1 x port HDMI obsługujący maksymalną rozdzielczość 7680x4320 przy 60 Hz * Obsługa wersji HDMI 2.1, HDCP 2.3 i HDR. (Specyfikacje grafiki mogą się różnić w zależności od obsługi procesora.)
Grafika;Zintegrowana z procesorem Intel DVMT (Dynamic Video Memory Technology) DirectX 12
Grafika;1 x port HDMI obsługujący maksymalną rozdzielczość 4096x2160 przy 60 Hz Obsługa wersji HDMI 2.1 i HDCP 2.3. Obsługa natywnych portów zgodnych z HDMI 2.1 TMDS.
Grafika;Zintegrowany procesor graficzny - obsługa grafiki Intel HD:- 1 x DisplayPort obsługujący maksymalną rozdzielczość 4096x2304@60 Hz* Wsparcie dla wersji DisplayPort 1.2 i HDCP 2.3
Grafika;Integrated Graphics Processor - Intel HD Graphics support1 x HDMI port, supporting a maximum resolution of 4096x2160@60 Hz    * Support for HDMI 2.0 version and HDCP 2.3.(Graphics specifications may vary depending on CPU support.)
Grafika;Port HDMI obsługujący maksymalną rozdzielczość 4096x2160 przy 60 Hz (Obsługa wersji HDMI 2.0 i HDCP 2.3.) Port DisplayPort, obsługujący maksymalną rozdzielczość 4096x2304 przy 60 Hz (Obsługa wersji DisplayPort 1.2 i HDCP 2.3)
Grafika;1 x HDMI 1 x DisplayPort Obsługa HDMITM 2.1 z HDR, maksymalna rozdzielczość 4K 60 Hz Wsparcie DP 1.4, maksymalna rozdzielczość 8K 60Hz
Grafika;1xHDMI Obsługa HDMI 1.4, maksymalna rozdzielczość 4K 30Hz 1x DisplayPort Wsparcie DP 1.4, maksymalna rozdzielczość 4K 60Hz 1xVGA Wsparcie VGA, maksymalna rozdzielczość 2048x1536 50Hz, 2048x1280 60Hz, 1920x1200 60Hz
Grafika;1x HDMI 1x DisplayPort Obsługa HDMI 2.1 z HDR, maksymalna rozdzielczość 4K 60Hz Obsługa DP 1.4, maksymalna rozdzielczość 4K 60Hz
Karta dźwiękowa;7.1 CH HD Audio (Realtek ALC897 Audio Codec)
Karta dźwiękowa;Kodek Realtek ALC1220-VB * Gniazdo wyjściowe panelu tylnego obsługuje dźwięk DSD. Obsługa High Definition Audio Ilość kanałów Audio 2/4/5. 1/7. 1 WDystrybucja S/PDIF Out
Karta dźwiękowa;7.1 CH HD Audio (Realtek ALC897 Audio Codec) Nahimic Audio
Karta dźwiękowa;7.1 CH HD Audio with Content Protection (Realtek ALC892/897 Audio Codec) Supports Surge Protection
Karta dźwiękowa;7.1 kanałowy HD Audio z ochroną Treści (Realtek ALC892/897 Audio Codec) Obsługuje ochronę przeciwprzepięciową Ekranowanie izolujące PCB Indywidualne warstwy PCB dla R/L kanału audio  Złote gniazda audio
Karta dźwiękowa;7.1 CH HD Audio with Ochrona Treści (Realtek ALC892/897 Audio Codec) Obsługuje Surge Protection
Karta dźwiękowa;7.1 CH HD Audio (Realtek ALC887 Audio Codec) Supports Surge Protection ELNA Audio Caps
Karta dźwiękowa;7.1 CH HD Audio with Content Protection (Realtek ALC1200 Audio Codec) Premium Blu-ray Audio support Supports Surge Protection PCB Isolate Shielding Individual PCB Layers for R/L Audio Channel Nahimic Audio
Karta dźwiękowa;7.1 CH HD Audio (Realtek ALC887/897 Audio Codec)
Karta dźwiękowa;7.1 CH HD Audio (Realtek ALC887 Audio Codec) Supports Surge Protection
Karta dźwiękowa;7.1 CH HD Audio (Realtek ALC887/897 Audio Codec) Supports Surge Protection
Karta dźwiękowa;- 7.1 CH HD Audio (Realtek ALC897 Audio Codec)- Nahimic Audio
Karta dźwiękowa;Dźwięk HD 7.1 CH (kodek audio Realtek ALC897) Nahimic Audio
Karta dźwiękowa;7.1 CH HD Audio (Realtek ALC887 Audio Codec)* Supports Surge Protection ELNA Audio Caps
Karta dźwiękowa;7.1 CH HD Audio (Realtek ALC897 Audio Codec) Supports Surge Protection
Karta dźwiękowa;7.1 CH HD Audio with Content Protection (Realtek ALC1200 Audio Codec) Premium Blu-ray Audio support Supports Surge Protection ELNA Audio Caps PCB Isolate Shielding Individual PCB Layers for R/L Audio Channel
Karta dźwiękowa;Dźwięk HD 7.1 CH z ochroną treści (kodek audio Realtek ALC1200) Obsługa Premium Blu-ray Audio Obsługuje ochronę przeciwprzepięciową ELNA Audio Caps Osłona izolująca PCB Indywidualne warstwy PCB dla kanału audio R / L
Karta dźwiękowa;7.1-kanałowy dźwięk HD z ochroną treści (kodek audio Realtek ALC1220) Wykrywanie impedancji na tylnym porcie wyjściowym Indywidualne warstwy PCB dla kanału audio R/L Nahimic Audio
Karta dźwiękowa;7.1 CH HD Audio (Realtek ALC897 Audio Codec) Supports Surge Protection Nahimic Audio
Karta dźwiękowa;7.1-kanałowy dźwięk HD (kodek audio Realtek ALC897) Nahimic Audio
Karta dźwiękowa;Realtek ALC887-VD2 8-Channel High Definition Audio CODEC
Karta dźwiękowa;Realtek ALC897/887 7.1 Surround Sound High Definition Audio CODEC*
Karta dźwiękowa;Realtek S1220A 7.1 Surround Sound High Definition Audio CODEC
Karta dźwiękowa;Realtek 7.1 Surround Sound High Definition Audio CODEC
Karta dźwiękowa;ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4082
Karta dźwiękowa;Realtek ALC4080
Karta dźwiękowa;Realtek ALC4080 Intel 2.5Gb Ethernet
Karta dźwiękowa;ROG SupremeFX 7.1 Surround Sound High Definition Audio CODEC ALC4080
Karta dźwiękowa;Realtek ALC S1200A 7.1 Surround Sound High Definition Audio CODEC Supports : Jack-detection, Multi-streaming, Front Panel Jack-retasking, up to 24-Bit/192kHz playback
Karta dźwiękowa;Realtek ALC1200 codec Obsługa High Definition Audio Ilość kanałów audio 2/4/5.1/7.1 Wsparcie dla S/PDIF Out
Karta dźwiękowa;Realtek audio codec Obsługa High Definition Audio Ilość kanałów audio 2/4/5.1/7.1
Karta dźwiękowa;Realtek Audio CODEC High Definition Audio 2/4/5.1/7.1-channel
Karta dźwiękowa;Kodek Realtek ALC887
Karta dźwiękowa;Kodek audio Realtek Obsługa dźwięku wysokiej rozdzielczości Ilość stacji audio 2/4/5.1/7.1
Karta dźwiękowa;Realtek Audio CODEC High Definition Audio 2/4/5.1/7.1-channel Wyjście S/PDIF
Karta dźwiękowa;Realtek ALC897 Wyjście S/PDIF 7.1 channel
Karta dźwiękowa;Realtek Audio CODEC High Definition Audio 2/4/5.1/7.1-channel Wyjście S/PDIF Out
Karta dźwiękowa;Realtek Audio CODEC High Definition Audio 2/4/5.1/7.1-channel Obsługa S/PDIF Out
Karta dźwiękowa;Realtek ALC887
Karta dźwiękowa;Kodek audio Realtek Dźwięk wysokiej jakości 2/4/5.1/7.1-kanałowy * Funkcjonalność gniazda audio można zmienić za pomocą oprogramowania audio. Aby skonfigurować dźwięk 7.1-kanałowy, przejdź do oprogramowania audio w celu ustawienia dźwięku.
Karta dźwiękowa;Realtek Audio CODEC High Definition Audio 2/4/5.1/7.1-channel *Funkcjonalność gniazda audio można zmienić za pomocą oprogramowania audio. Aby skonfigurować dźwięk 7.1-kanałowy, przejdź do oprogramowania audio w celu ustawienia dźwięku.
Karta dźwiękowa;KODEK Realtek Audio Dźwięk wysokiej jakości 2/4/5,1/7.1-kanałowy
Karta dźwiękowa;Kodek Realtek ALC1220-VB * Wyjście liniowe na panelu przednim obsługuje dźwięk DSD. Układ DAC ESS ES9118 Wsparcie dla DTS:X Ultra Dźwięk wysokiej jakości 2/4/5,1-kanałowy Obsługa wyjścia S/PDIF
Karta dźwiękowa;Realtek Audio CODEC High Definition Audio 2/4/5.1/7.1-channel Port S/PDIF Out
Karta dźwiękowa;Kodek Realtek  ALC892 7.1-kanałowy dźwięk wysokiej rozdzielczości
Karta dźwiękowa;Kodek Realtek ALC892
Karta dźwiękowa;Realtek ALC4080 Codec 7.1-Channel High Performance Audio Wyjście S/PDIF Obsługuje odtwarzanie do 32-bitów/384 kHz na przednim panelu
Karta dźwiękowa;Realtek ALC4080 Codec 7.1-Channel USB High Performance Audio Wyjście S/PDIF Obsługuje odtwarzanie do 32-bitów/384 kHz na przednim panelu
Karta dźwiękowa;Kodek Realtek ALC40807.1-kanałowy dźwięk USB o wysokiej wydajnościObsługuje wyjście S/PDIFObsługuje odtwarzanie do 32-bitów/384 kHz na przednim panelu
Karta dźwiękowa;Realtek ALC897 Codec 7.1-Channel High Definition Audio Supports S/PDIF output
Karta dźwiękowa;Realtek ALC897 Codec 7.1-Channel High Definition Audio
Karta dźwiękowa;Realtek ALC897 Codec7.1-Channel High Definition Audio
Karta dźwiękowa;Kodek Realtek ALC897 7.1-kanałowy dźwięk wysokiej rozdzielczości Obsługuje wyjście S/PDIF
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Gigabit LAN 10/100/1000 Mb/s Realtek 8111H
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • PCIE x1 Gigabit LAN 10/100/1000 Mb/s Realtek RTL8111H Supports Wake-On-LAN Supports Lightning/ESD Protection Supports Energy Efficient Ethernet 802.3az Supports PXE
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • PCIE x1 Gigabit LAN 10/100/1000 Mb/s Realtek RTL8111H Obsługuje funkcję Wake-On-LAN Obsługuje ochronę przed wyładowaniami atmosferycznymi/ESD Obsługuje energooszczędny Ethernet 802.3az Obsługuje PXE
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • PCIE x1 Gigabit LAN 10/100/1000 Mb/s Realtek RTL8111H Wake-On-LAN Lightning/ESD Protection Energy Efficient Ethernet 802.3az PXE
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • PCIE x1 Gigabit LAN 10/100/1000 Mb/s Realtek RTL8111H Supports Wake-On-LAN Supports Lightning/ESD Protection Supports Energy Efficient Ethernet 802.3az Supports PXE  • WiFi 802.11b/g/n
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • PCIE x1 Gigabit LAN 10/100/1000 Mb/s Realtek RTL8111H Supports Wake-On-LAN Supports Lightning/ESD Protection Supports Energy Efficient Ethernet 802.3az Supports PXE  • Wi-Fi 802.11a/b/g/n/ac
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • PCIE x1 Gigabit LAN 10/100/1000 Mb/s 1 x Realtek RTL8111H Obsługuje funkcję Wake-on-LAN Obsługuje ochronę odgromową/ESD Obsługuje energooszczędny Ethernet 802.3az Obsługuje PXE
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • 2.5 Gigabit LAN 10/100/1000/2500 Mb/s Killer E3100G Supports Killer LAN Software
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Gigabit LAN 10/100/1000 Mb/s Realtek RTL8111H
Interfejs sieciowy;1 x 10/100/1000 Mbit/s
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Gigabit LAN 10/100/1000 Mb/s Giga PHY Intel I211AT Supports Wake-On-LAN Supports Lightning/ESD Protection Supports Energy Efficient Ethernet 802.3az Supports PXE
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Gigabit LAN 10/100/1000 Mb / s Giga PHY Intel I211AT Obsługuje Wake-On-LAN Obsługuje ochronę Lightning / ESD Obsługuje energooszczędny Ethernet 802.3az Obsługuje PXE
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Gigabit LAN 10/100/1000 Mb/s Giga PHY Intel I219V Supports Wake-On-LAN Supports Lightning/ESD Protection Supports Energy Efficient Ethernet 802.3az Supports UEFI PXE
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Intel I219V
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Realtek RTL8111H
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Realtek RTL8111H, 1 x kontroler Gigabit LAN ASUS LAN Guard
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Ethernet: Realtek 2.5Gb Ethernet Komunikacja bezprzewodowa: Tylko pionowe gniazdo M.2 (Key E, PCIe) - moduł WiFi sprzedawany osobno
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • 1 x Intel I219-V 1Gb Ethernet
Interfejs sieciowy;Ethernet 1 x Intel I219-V 1Gb Ethernet ASUS LANGuard
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Moduł Wi-Fi jest sprzedawany oddzielnie
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Bluetooth • Wi-Fi 6 2x2 Wi-Fi 6 (802. 11 a/b/g/n/ac/ax) Obsługuje pasmo częstotliwości 2. 4 / 5GHz Bluetooth v5. 2  • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Bluetooth • Intel Wi-Fi 7 Wi-Fi 2x2 7 (802.11be) Obsługuje pasmo częstotliwości 2,4/5/6 GHz Obsługa pasma Wi-Fi 7 320 MHz, szybkość transferu do 5,8 Gb/s. Bluetooth v5.4  • Wi-Fi 802.11a/b/g/n/ac/ax/be
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Bluetooth • Intel 2.5Gb Ethernet ASUS LANGuard   • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Bluetooth • Intel 2.5Gb Ethernet ASUS LANGuard  • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Realtek RTL8111H 1Gb Ethernet TUF LANGuard
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Realtek RTL8125B 2.5Gb Ethernet TUF LANGuard
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Bluetooth • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Realtek 2.5Gb Ethernet TUF LANGuard
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Bluetooth • Ethernet: Realtek 2.5Gb Ethernet TUF LANGuard Komunikacja bezprzewodowa: Wi-Fi 6 2x2 Wi-Fi 6 (802.11 a/b/g/n/ac/ax) Supports 2.4/5GHz frequency band Bluetooth v5.2  • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • 1 x Realtek 2.5Gb Ethernet TUF LANGuard
Interfejs sieciowy;Bluetooth • Wi-Fi 6E 2x2 Wi-Fi 6E (802.11 a/b/g/n/ac/ax) Supports 2.4/5/6GHz frequency band Bluetooth v5.3 1 x Intel 2.5Gb Ethernet TUF LANGuard  • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Realtek 2.5GbE LAN chip (2.5 Gbit/1 Gbit/100 Mbit)
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Realtek GbE LAN chip (10/100/1000 Mbit)
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Bluetooth • Intel Wi-Fi AC 3168 WiFi 802.11a/b/g/n/ac, supporting 2.4/5 GHz Dual-Band Bluetooth 4.2 Support for 11ac wireless standard and up to 433 Mbps data rate  • Wi-Fi 802.11a/b/g/n/ac
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Realtek GbE LAN chip (1000 Mbit/100 Mbit)
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Bluetooth • Realtek 2.5GbE LAN chip (2.5 Gbps/1 Gbps/100 Mbps) • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Realtek GbE LAN chip (1 Gbps/100 Mbps/10 Mbps)
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Realtek 2.5GbE LAN chip (2.5 Gbps/1 Gbps/100 Mbps)
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • LAN: Realtek RTL8125 Komunikacja bezprzewodowa: AMD 2x2 WIFI 6E RZ608(MT7921K)  • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • LAN: Realtek RTL8125
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • LAN: Realtek RTL8125WiFi: AMD 2x2 WIFI 6E RZ608(MT7921K) • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • LAN: Realtek RTL8125
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Realtek GbE LAN chip (1 Gbps/100 Mbps)
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Bluetooth • Intel 2.5GbE LAN chip (2.5 Gbps/1 Gbps/100 Mbps) Intel Wi-Fi 6E AX210   • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Realtek GbE LAN chip (1 Gbit/100 Mbit)
Interfejs sieciowy;1 x 10Gbit/s 10GBase-T • Bluetooth • Marvell AQtion AQC113C 10GbE LAN chip Intel Wi-Fi 6E AX210  • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10Gbit/s 10GBase-T • Marvell AQtion AQC113C 10GbE LAN chip (10 Gbps/5 Gbps/2.5 Gbps/1 Gbps/100 Mbps)
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • 1 x kontroler Gigabit LAN Realtek  8111H
Interfejs sieciowy;1 x 10/100/1000 Mbit/s • Bluetooth • Realtek 8111HN Gigabit LAN • Wi-Fi 802.11a/b/g/n/ac
Interfejs sieciowy;Nie
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s • Bluetooth • Intel 2.5Gbps LAN • Wi-Fi 802.11a/b/g/n/ac/ax
Interfejs sieciowy;1 x 10/100/1000/2500 Mbit/s •  Realtek RTL8125BG 2.5G LAN
Interfejs sieciowy;Realtek RTL8111H Gigabit LAN
Porty USB na tylnym panelu;6
Porty USB na tylnym panelu;10
Porty USB na tylnym panelu;8
Porty USB na tylnym panelu;7
Porty USB na tylnym panelu;12
Porty USB na tylnym panelu;9
Porty USB na tylnym panelu;4
Porty USB na tylnym panelu;1
Porty USB na tylnym panelu;13
Porty USB na tylnym panelu;14
Porty USB na tylnym panelu;11
Porty USB na tylnym panelu;5
Porty USB do wyprowadzenia z płyty;5
Porty USB do wyprowadzenia z płyty;7
Porty USB do wyprowadzenia z płyty;6
Porty USB do wyprowadzenia z płyty;8
Porty USB do wyprowadzenia z płyty;4
Porty USB do wyprowadzenia z płyty;10
Porty USB do wyprowadzenia z płyty;3
Porty USB do wyprowadzenia z płyty;9
Porty USB do wyprowadzenia z płyty;1
Porty USB do wyprowadzenia z płyty;11
Porty USB do wyprowadzenia z płyty;2
FireWire (IEEE 1394);Nie
Port / Złącze COM;Nie
Port / Złącze COM;Tak
Port / Złącze LPT;Nie
Funkcje specjalne;Rock-Solid Durability: 5+1+1 Power Phase ASRock Intel 4-Layer Memory POOL (Planes on Outer Layers) Technology EZ Update: ASRock Auto Driver Installer
Funkcje specjalne;Software ASRock A-Tuning ASRock XFast LAN UEFI ASRock Full HD UEFI ASRock Instant Flash ASRock Easy RAID Installer
Funkcje specjalne;ASRock Super Alloy Premium 50A Power Choke Sapphire Black PCB High Density Glass Fabric PCB 2oz Copper PCB ASRock Hyper M.2 (PCIe Gen4x4) ASRock Full Spike Protection (for all USB, Audio, LAN Ports) ASRock Live Update & APP Shop
Funkcje specjalne;ASRock Super Alloy Premium 50A Power Choke Sapphire Black PCB High Density Glass Fabric PCB ASRock Hyper M.2 (PCIe Gen4x4) ASRock Full Spike Protection (for all USB, Audio, LAN Ports) ASRock Live Update & APP Shop
Funkcje specjalne;Rock-Solid Durability: 5+1+1 Power Phase  ASRock Intel 4-Layer Memory POOL (Planes on Outer Layers) Technology EZ Update: ASRock Auto Driver Installer
Funkcje specjalne;Solidna jak Skała: 5+1+1 Power Phase Aktualizacje EZ: Automatyczny Instalator Sterowników ASRock
Funkcje specjalne;ASRock Super Alloy- Sapphire Black PCB- High Density Glass Fabric PCBASRock Full Spike Protection (for all USB, Audio, LAN Ports)ASRock Live Update & APP Shop
Funkcje specjalne;Software ASRock Polychrome SYNC ASRock Key Master ASRock XFast LAN UEFI ASRock Full HD UEFI ASRock Instant Flash ASRock Easy RAID Installer
Funkcje specjalne;Software ASRock Polychrome SYNC ASRock XFast LAN UEFI ASRock Full HD UEFI ASRock Instant Flash ASRock Easy RAID Installer
Funkcje specjalne;ASUS 5X PROTECTION III - DIGI+ VRM - LANGuard - Overvoltage Protection - SafeSlot Core - Stainless-Steel Back I/O ASUS Q-Design - Q-DIMM - Q-Slot ASUS Thermal Solution - Aluminum heatsink design ASUS Lighting Control - RGB header
Funkcje specjalne;Wsparcie dla APP Center Obsługa @ BIOS EasyTune Fast Boot Obsługa ON/OFF Charge RGB Fusion Smart Backup System Information Viewer Support for Q-Flash Plus Obsługa Q-Flash Wsparcie dla Xpress Install
Funkcje specjalne;Wsparcie dla Centrum aplikacji @BIOS EasyTune WŁ./WYŁ. Ładowanie Fuzja RGB Inteligentna kopia zapasowa Przeglądarka informacji o systemie Wsparcie dla Q-Flash Plus Wsparcie dla Q-Flash Wsparcie dla instalacji Xpress
Funkcje specjalne;Obsługa GIGABYTE Control Center (GCC) Obsługa Q-Flash Obsługa Q-Flash Plus
Funkcje specjalne;Wsparcie dla Centrum sterowania Gigabyte (GCC) Wsparcie dla Q-Flash Wsparcie dla Q-Flash Plus
Funkcje specjalne;Wsparcie dla APP Center Obsługa @ BIOS  Ambient LED EasyTune Smart Backup System Information Viewer Obsługa Q-Flash Wsparcie dla Xpress Install
Funkcje specjalne;Support for GIGABYTE Control Center (GCC) Obsługa Q-Flash Support for Q-Flash Plus Support for Smart Backup
Bios;128 MB AMI UEFI Legal BIOS z obsługą GUI
Bios;1 x 256 Mbit flash Korzystanie z licencjonowanego AMI UEFI BIOS PnP 1.0a, DMI 2.7, WfM 2.0, SM BIOS 2.7, ACPI 5.0
Bios;256Mb AMI UEFI Legal BIOS z obsługą GUI
Bios;"128Mb AMI UEFI Legal BIOS with multilingual GUI support Supports ""Plug and Play"" ACPI 5.1 compliance wake up events Supports jumperfree SMBIOS 2.3 support DRAM Voltage multi-adjustment"
Bios;"128 MB AMI UEFI Legal BIOS z wielojęzycznym interfejsem graficznym Obsługuje ""Plug and Play"" ACPI 5.1 compliance wake up events Obsługa jumperfree Obsługa SMBIOS 2.3 Wielostopniowa regulacja napięcia DRAM"
Bios;"256Mb AMI UEFI Legal BIOS with GUI support Supports ""Plug and Play"" ACPI 5.1 compliance wake up events Supports jumperfree SMBIOS 2.3 support CPU, CPU VDDCR_SOC, DRAM, VPPM, 1.05V_PROM_S5, 2.5V_PROM, +1.8VSB, VDDP Voltage Multi-adjustment"
Bios;"256 MB AMI UEFI Legal BIOS z obsługą GUI Obsługuje ""Plug and Play"" Zdarzenia budzące zgodność z ACPI 5.1 Obsługuje jumperfree Obsługa SMBIOS 2.3 CPU, CPU VDDCR_SOC, DRAM, +1.8VSB, Voltage Multi-adjustment"
Bios;"256Mb AMI UEFI Legal BIOS with GUI support Supports ""Plug and Play"" ACPI 5.1 compliance wake up events Supports jumperfree SMBIOS 2.3 support CPU, CPU VDDCR_SOC, DRAM, VDDP Voltage Multi-adjustment"
